,Author,Poem,Form
9,Rainer Maria Rilke,"Be ahead of all parting, as though it already were
behind you, like the winter that has just gone by.
For among these winters there is one so endlessly winter
that only by wintering through it all will your heart survive.

Be forever dead in Eurydice-more gladly arise
into the seamless life proclaimed in your song.
Here, in the realm of decline, among momentary days,
be the crystal cup that shattered even as it rang.

Be-and yet know the great void where all things begin,
the infinite source of your own most intense vibration,
so that, this once, you may give it your perfect assent.

To all that is used-up, and to all the muffled and dumb
creatures in the world's full reserve, the unsayable sums,
joyfully add yourself, and cancel the count.


Translated by Stephen Mitchell",Sonnet
10,Helen Hunt Jackson,"The lakes of ice gleam bluer than the lakes 
Of water 'neath the summer sunshine gleamed: 
Far fairer than when placidly it streamed, 
The brook its frozen architecture makes, 
And under bridges white its swift way takes. 
Snow comes and goes as messenger who dreamed 
Might linger on the road; or one who deemed 
His message hostile gently for their sakes 
Who listened might reveal it by degrees. 
We gird against the cold of winter wind 
Our loins now with mighty bands of sleep, 
In longest, darkest nights take rest and ease, 
And every shortening day, as shadows creep 
O'er the brief noontide, fresh surprises find.",Sonnet
11,Helen Hunt Jackson,"Some flowers are withered and some joys have died; 
The garden reeks with an East Indian scent 
From beds where gillyflowers stand weak and spent; 
The white heat pales the skies from side to side; 
But in still lakes and rivers, cool, content, 
Like starry blooms on a new firmament, 
White lilies float and regally abide. 
In vain the cruel skies their hot rays shed; 
The lily does not feel their brazen glare. 
In vain the pallid clouds refuse to share 
Their dews, the lily feels no thirst, no dread. 
Unharmed she lifts her queenly face and head; 
She drinks of living waters and keeps fair.",Sonnet
12,Rainer Maria Rilke,"A tree ascended there. Oh pure transendence!
Oh Orpheus sings! Oh tall tree in the ear!
And all things hushed. Yet even in that silence
a new beginning, beckoning, change appeared.

Creatures of stillness crowded from the bright
unbound forest, out of their lairs and nests;
and it was not from any dullness, not
from fear, that they were so quiet in themselves,

but from just listening. Bellow, roar, shriek
seemed small inside their hearts. And where there had been
at most a makeshift hut to receive the music,

a shelter nailed up out of their darkest longing,
with an entryway that shuddered in the wind-
you built a temple deep inside their hearing.


Translated by Stephen Mitchell",Sonnet
13,Rainer Maria Rilke,"Breathing: you invisible poem! Complete
interchange of our own
essence with world-space. You counterweight
in which I rythmically happen.

Single wave-motion whose
gradual sea I am:
you, most inclusive of all our possible seas-
space has grown warm.

How many regions in space have already been
inside me. There are winds that seem like
my wandering son.

Do you recognize me, air, full of places I once absorbed?
You who were the smooth bark,
roundness, and leaf of my words. 


Translated by Stephen Mitchell",Sonnet
15,Edna St. Vincent Millay,"When I too long have looked upon your face,
Wherein for me a brightness unobscured
Save by the mists of brightness has its place,
And terrible beauty not to be endured,
I turn away reluctant from your light,
And stand irresolute, a mind undone,
A silly, dazzled thing deprived of sight
From having looked too long upon the sun.
Then is my daily life a narrow room
In which a little while, uncertainly,
Surrounded by impenetrable gloom,
Among familiar things grown strange to me
Making my way, I pause, and feel, and hark,
Till I become accustomed to the dark.",Sonnet
16,Rainer Maria Rilke,"Though the world keeps changing its form
as fast as a cloud, still
what is accomplished falls home
to the Primeval.

Over the change and the passing,
larger and freer,
soars your eternal song,
god with the lyre.

Never has grief been possesed,
never has love been learned,
and what removes us in death

is not revealed.
Only the song through the land
hallows and heals.


Translated by Stephen Mitchell",Sonnet
17,Helen Hunt Jackson,"Silence again. The glorious symphony 
Hath need of pause and interval of peace. 
Some subtle signal bids all sweet sounds cease, 
Save hum of insects' aimless industry. 
Pathetic summer seeks by blazonry 
Of color to conceal her swift decrease. 
Weak subterfuge! Each mocking day doth fleece 
A blossom, and lay bare her poverty. 
Poor middle-aged summer! Vain this show! 
Whole fields of Golden-Rod cannot offset 
One meadow with a single violet; 
And well the singing thrush and lily know, 
Spite of all artifice which her regret 
Can deck in splendid guise, their time to go!",Sonnet
18,Christina Georgina Rossetti,"Sonnets are full of love, and this my tome 
Has many sonnets: so here now shall be 
One sonnet more, a love sonnet, from me 
To her whose heart is my heart's quiet home, 
To my first Love, my Mother, on whose knee 
I learnt love-lore that is not troublesome; 
Whose service is my special dignity, 
And she my loadstare while I go and come 
And so because you love me, and because 
I love you, Mother, I have woven a wreath 
Of rhymes wherewith to crown your honoured name: 
In you not fourscore years can dim the flame 
Of love, whose blessed glow transcends the laws 
Of time and change and mortal life and death.",Sonnet
19,Edna St. Vincent Millay,"We talk of taxes, and I call you friend;
Well, such you are,—but well enough we know
How thick about us root, how rankly grow
Those subtle weeds no man has need to tend,
That flourish through neglect, and soon must send
Perfume too sweet upon us and overthrow
Our steady senses; how such matters go
We are aware, and how such matters end.
Yet shall be told no meagre passion here;
With lovers such as we forevermore
Isolde drinks the draught, and Guinevere
Receives the Table's ruin through her door,
Francesca, with the loud surf at her ear,
Lets fall the colored book upon the floor.",Sonnet
20,Helen Hunt Jackson,"Month which the warring ancients strangely styled 
The month of war,--as if in their fierce ways 
Were any month of peace!--in thy rough days 
I find no war in Nature, though the wild 
Winds clash and clang, and broken boughs are piled 
As feet of writhing trees. The violets raise 
Their heads without affright, without amaze, 
And sleep through all the din, as sleeps a child. 
And he who watches well may well discern 
Sweet expectation in each living thing. 
Like pregnant mother the sweet earth doth yearn; 
In secret joy makes ready for the spring; 
And hidden, sacred, in her breast doth bear 
Annunciation lilies for the year.",Sonnet
21,Rainer Maria Rilke,"Call to me to the one among your moments
that stands against you, ineluctably:
intimate as a dog's imploring glance
but, again, forever, turned away

when you think you've captured it at last.
What seems so far from you is most your own.
We are already free, and were dismissed
where we thought we soon would be at home.

Anxious, we keep longing for a foothold-
we, at times too young for what is old
and too old for what has never been;

doing justice only where we praise,
because we are the branch, the iron blade,
and sweet danger, ripening from within.


Translated by Stephen Mitchell",Sonnet
22,Rainer Maria Rilke,"O you tender ones, walk now and then
into the breath that blows coldly past,
Upon your cheeks let it tremble and part;
behind you it will tremble together again.

O you blessed ones, you who are whole,
you who seem the beginning of hearts,
bows for the arrows and arrows' targets--
tear-bright, your lips more eternally smile.

Don't be afraid to suffer; return
that heaviness to the earth's own weight;
heavy are the mountains, heavy the seas.

Even the small trees you planted as children
have long since become too heavy; you could not
carry them now. But the winds...But the spaces....


Translated by Stephen Mitchell",Sonnet
23,Rainer Maria Rilke,"But you now, dear girl, whom I loved like a flower whose
   name
I didn't know, you who so early were taken away:
I will once more call up your image and show it to them,
beautiful companion of the unsubduable cry.

Dancer whose body filled with your hesitant fate,
pausing, as though your young flesh had been cast in bronze;
grieving and listening--. Then, from the high dominions,
unearthly music fell into your altered heart.

Already possessed by shadows, with illness near,
your blood flowed darkly; yet, though for a moment
   suspicious,
it burst out into the natural pulses of spring.

Again and again interrupted by downfall and darkness,
earthly, it gleamed. Till, after a terrible pounding,
it entered the inconsolably open door.


Translated by Stephen Mitchell",Sonnet
24,Helen Hunt Jackson,"Still lie the sheltering snows, undimmed and white; 
And reigns the winter's pregnant silence still; 
No sign of spring, save that the catkins fill, 
And willow stems grow daily red and bright. 
These are days when ancients held a rite 
Of expiation for the old year's ill, 
And prayer to purify the new year's will: 
Fit days, ere yet the spring rains blur the sight, 
Ere yet the bounding blood grows hot with haste, 
And dreaming thoughts grow heavy with a greed 
The ardent summer's joy to have and taste; 
Fit days, to give to last year's losses heed, 
To recon clear the new life's sterner need; 
Fit days, for Feast of Expiation placed!",Sonnet
25,John Donne,"Since she whom I lov'd hath paid her last debt
     To nature, and to hers, and my good is dead,
     And her soul early into heaven ravished,
     Wholly in heavenly things my mind is set.
     Here the admiring her my mind did whet
     To seek thee, God; so streams do show the head;
     But though I have found thee, and thou my thirst hast fed,
     A holy thirsty dropsy melts me yet.
     But why should I beg more love, whenas thou
   Dost woo my soul, for hers off'ring all thine,
   And dost not only fear lest I allow
   My love to saints and angels, things divine,
   But in thy tender jealousy dost doubt
   Lest the world, flesh, yea devil put thee out.",Sonnet
27,Edna St. Vincent Millay,"Let you not say of me when I am old,
In pretty worship of my withered hands
Forgetting who I am, and how the sands
Of such a life as mine run red and gold
Even to the ultimate sifting dust, ""Behold,
Here walketh passionless age!""—for there expands
A curious superstition in these lands,
And by its leave some weightless tales are told.

In me no lenten wicks watch out the night;
I am the booth where Folly holds her fair;
Impious no less in ruin than in strength,
When I lie crumbled to the earth at length,
Let you not say, ""Upon this reverend site
The righteous groaned and beat their breasts in prayer.""",Sonnet
28,Edna St. Vincent Millay,"XLI

I, being born a woman and distressed
By all the needs and notions of my kind,
Am urged by your propinquity to find
Your person fair, and feel a certain zest
To bear you body's weight upon my breast:
So subtly is the fume of life designed,
To clairfy the pulse and cloud the mind,
And leave me once again undone, possessed.
Think not for this, however, the poor treason
Of my stout blood against my staggering brain,
I shall remember you with love, or season
My scorn with pity,—let me make it plain:
I find ths frenzy insufficient reason
For conversation when we meet again.",Sonnet
29,Edna St. Vincent Millay,"And you as well must die, beloved dust,
And all your beauty stand you in no stead;
This flawless, vital hand, this perfect head,
This body of flame and steel, before the gust
Of Death, or under his autumnal frost,
Shall be as any leaf, be no less dead
Than the first leaf that fell,--this wonder fled.
Altered, estranged, disintegrated, lost.
Nor shall my love avail you in your hour.
In spite of all my love, you will arise
Upon that day and wander down the air
Obscurely as the unattended flower,
It mattering not how beautiful you were,
Or how beloved above all else that dies.",Sonnet
30,Rainer Maria Rilke,"Rose, you majesty-once, to the ancients, you were
just a calyx with the simplest of rims.
But for us, you are the full, the numberless flower,
the inexhaustible countenance.

In your wealth you seem to be wearing gown upon gown
upon a body of nothing but light;
yet each seperate petal is at the same time the negation
of all clothing and the refusal of it.

Your fragrance has been calling its sweetest names
in our direction, for hundreds of years;
suddenly it hangs in the air like fame.

Even so, we have never known what to call it; we guess...
And memory is filled with it unawares
which we prayed for from hours that belong to us.


Translated by Stephen Mitchell",Sonnet
31,Delmore Schwartz,"(With much help from Robert Good, William Shakespeare, 
John Milton, and little Catherine Schwartz) 


Shall I compare her to a summer play?
She is too clever, too devious, too subtle, too dark:
Her lies are rare, but then she paves the way
Beyond the summer's sway, within the jejune park
Where all souls' aspiration to true nobility
Obliges Statues in the Frieze of Death
And when this pantomime and Panama of Panorama Fails,
""I'll never speak to you agayne"" -- or waste her panting breath.

When I but think of how her years are spent
Deadening that one talent which -- for woman is --
Death or paralysis, denied: nature's intent
That each girl be a mother -- whether or not she is
Or has become a lawful wife or bride
-- 0 Alma Magna Mater, deathless the living death of pride.",Sonnet
32,Helen Hunt Jackson,"O month whose promise and fulfilment blend, 
And burst in one! it seems the earth can store 
In all her roomy house no treasure more; 
Of all her wealth no farthing have to spend 
On fruit, when once this stintless flowering end. 
And yet no tiniest flower shall fall before 
It hath made ready at its hidden core 
Its tithe of seed, which we may count and tend 
Till harvest. Joy of blossomed love, for thee 
Seems it no fairer thing can yet have birth? 
No room is left for deeper ecstacy? 
Watch well if seeds grow strong, to scatter free 
Germs for thy future summers on the earth. 
A joy which is but joy soon comes to dearth.",Sonnet
33,Helen Hunt Jackson,"O Month when they who love must love and wed! 
Were one to go to worlds where May is naught, 
And seek to tell the memories he had brought 
From earth of thee, what were most fitly said? 
I know not if the rosy showers shed 
From apple-boughs, or if the soft green wrought 
In fields, or if the robin's call be fraught 
The most with thy delight. Perhaps they read 
Thee best who in the ancient time did say 
Thou wert the sacred month unto the old: 
No blossom blooms upon thy brightest day 
So subtly sweet as memories which unfold 
In aged hearts which in thy sunshine lie, 
To sun themselves once more before they die.",Sonnet
34,Edna St. Vincent Millay,"VIII8.
   Oh, oh, you will be sorry for that word! 
   Give back my book and take my kiss instead. 
   Was it my enemy or my friend I heard, 
   ""What a big book for such a little head!"" 
   Come, I will show you now my newest hat, 
   And you may watch me purse my mouth and prink! 
   Oh, I shall love you still, and all of that. 
   I never again shall tell you what I think. 
   I shall be sweet and crafty, soft and sly; 

  You will not catch me reading any more: 

  I shall be called a wife to pattern by; 

  And some day when you knock and push the door, 

  Some sane day, not too bright and not too stormy, 

  I shall be gone, and you may whistle for me. IX9.
   Here is a wound that never will heal, I know, 
   Being wrought not of a dearness and a death, 
   But of a love turned ashes and the breath 
   Gone out of beauty; never again will grow 
   The grass on that scarred acre, though I sow 
   Young seed there yearly and the sky bequeath 
   Its friendly weathers down, far underneath 
   Shall be such bitterness of an old woe. 
   That April should be shattered by a gust, 

  That August should be levelled by a rain, 

  I can endure, and that the lifted dust 

  Of man should settle to the earth again; 

  But that a dream can die, will be a thrust 

  Between my ribs forever of hot pain. XVIII18.
   I, being born a woman and distressed 
   By all the needs and notions of my kind, 
   Am urged by your propinquity to find 
   Your person fair, and feel a certain zest 
   To bear your body's weight upon my breast: 
   So subtly is the fume of life designed, 
   To clarify the pulse and cloud the mind, 
   And leave me once again undone, possessed. 
   Think not for this, however, the poor treason 

  Of my stout blood against my staggering brain, 

  I shall remember you with love, or season 

  My scorn with pity, -- let me make it plain: 

  I find this frenzy insufficient reason 

  For conversation when we meet again. XIX19.
   What lips my lips have kissed, and where, and why, 
   I have forgotten, and what arms have lain 
   Under my head till morning; but the rain 
   Is full of ghosts to-night, that tap and sigh 
   Upon the glass and listen for reply, 
   And in my heart there stirs a quiet pain 
   For unremembered lads that not again 
   Will turn to me at midnight with a cry. 
   Thus in the winter stands the lonely tree, 

  Nor knows what birds have vanished one by one, 

  Yet knows its boughs more silent than before: 

  I cannot say what loves have come and gone, 

  I only know that summer sang in me 

  A little while, that in me sings no more.",Sonnet
36,Edna St. Vincent Millay,"Not with libations, but with shouts and laughter
We drenched the altars of Love's sacred grove,
Shaking to earth green fruits, impatient after
The launching of the colored moths of Love.
Love's proper myrtle and his mother's zone
We bound about our irreligious brows,
And fettered him with garlands of our own,
And spread a banquet in his frugal house.
Not yet the god has spoken; but I fear
Though we should break our bodies in his flame,
And pour our blood upon his altar, here
Henceforward is a grove without a name,
A pasture to the shaggy goats of Pan,
Whence flee forever a woman and a man.",Sonnet
37,Edna St. Vincent Millay,"Oh, my beloved, have you thought of this:
How in the years to come unscrupulous Time,
More cruel than Death, will tear you from my kiss,
And make you old, and leave me in my prime?
How you and I, who scale together yet
A little while the sweet, immortal height
No pilgrim may remember or forget,
As sure as the world turns, some granite night
Shall lie awake and know the gracious flame
Gone out forever on the mutual stone;
And call to mind that on the day you came
I was a child, and you a hero grown?—
And the night pass, and the strange morning break
Upon our anguish for each other's sake!",Sonnet
38,Edna St. Vincent Millay,"No rose that in a garden ever grew,
In Homer's or in Omar's or in mine,
Though buried under centuries of fine
Dead dust of roses, shut from sun and dew
Forever, and forever lost from view,
But must again in fragrance rich as wine
The grey aisles of the air incarnadine
When the old summers surge into a new.
Thus when I swear, ""I love with all my heart,""
'Tis with the heart of Lilith that I swear,
'Tis with the love of Lesbia and Lucrece;
And thus as well my love must lose some part
Of what it is, had Helen been less fair,
Or perished young, or stayed at home in Greece.",Sonnet
39,Edna St. Vincent Millay,"Into the golden vessel of great song
Let us pour all our passion; breast to breast
Let other lovers lie, in love and rest;
Not we,—articulate, so, but with the tongue
Of all the world: the churning blood, the long
Shuddering quiet, the desperate hot palms pressed
Sharply together upon the escaping guest,
The common soul, unguarded, and grown strong.
Longing alone is singer to the lute;
Let still on nettles in the open sigh
The minstrel, that in slumber is as mute
As any man, and love be far and high,
That else forsakes the topmost branch, a fruit
Found on the ground by every passer-by.",Sonnet
41,John Keats,"I.
Fame, like a wayward girl, will still be coy
To those who woo her with too slavish knees,
But makes surrender to some thoughtless boy,
And dotes the more upon a heart at ease;
She is a Gypsy,-will not speak to those
Who have not learnt to be content without her;
A Jilt, whose ear was never whisper'd close,
Who thinks they scandal her who talk about her;
A very Gypsy is she, Nilus-born,
Sister-in-law to jealous Potiphar;
Ye love-sick Bards! repay her scorn for scorn;
Ye Artists lovelorn! madmen that ye are!
Make your best bow to her and bid adieu,
Then, if she likes it, she will follow you.

II.
'You cannot eat your cake and have it too.'~Proverb.

How fever'd is the man, who cannot look
Upon his mortal days with temperate blood,
Who vexes all the leaves of his life's book,
And robs his fair name of its maidenhood;
It is as if the rose should pluck herself,
On the ripe plum finger its misty bloom,
As if a Naiad, like a meddling elf,
Should darken her pure grot with muddy gloom:
But the rose leaves herself upon the briar,
For winds to kiss and grateful bees to feed,
And the ripe plum still wears its dim attire,
The undisturbed lake has crystal space;
Why then should man, teasing the world for grace,
Spoil his salvation for a fierce miscreed?",Sonnet
43,Edna St. Vincent Millay,"Once more into my arid days like dew,
Like wind from an oasis, or the sound
Of cold sweet water bubbling underground,
A treacherous messenger, the thought of you
Comes to destroy me; once more I renew
Firm faith in your abundance, whom I found
Long since to be but just one other mound
Of sand, whereon no green thing ever grew.
And once again, and wiser in no wise,
I chase your colored phantom on the air,
And sob and curse and fall and weep and rise
And stumble pitifully on to where,
Miserable and lost, with stinging eyes,
Once more I clasp,—and there is nothing there.",Sonnet
44,Edna St. Vincent Millay,"(Nicola Sacco -- Bartolomeo Vanzetti)
Executed August 23, 1927
 
 
I

As men have loved their lovers in times past
And sung their wit, their virtue and their grace,
So have we loved sweet Justice to the last,
That now lies here in an unseemly place.
The child will quit the cradle and grow wise
And stare on beauty till his senses drown;
Yet shall be seen no more by mortal eyes
Such beauty as here walked and here went down.
Like birds that hear the winter crying plain
Her courtiers leave to seek the clement south;
Many have praised her, we alone remain
To break a fist against the lying mouth
Of any man who says this was not so:
Though she be dead now, as indeed we know.

II

Where can the heart be hidden in the ground
And be at peace, and be at peace forever,
Under the world, untroubled by the sound
Of mortal tears, that cease from pouring never?
Well for the heart, by stern compassion harried,
If death be deeper than the churchmen say, --
Gone from this world indeed what's graveward carried,
And laid to rest indeed what's laid away.
Anguish enough while yet the indignant breather
Have blood to spurt upon the oppressor's hand;
Who would eternal be, and hang in ether
A stuffless ghost above his struggling land,
Retching in vain to render up the groan
That is not there, being aching dust's alone?",Sonnet
46,Edna St. Vincent Millay,"Cherish you then the hope I shall forget
At length, my lord, Pieria?—put away
For your so passing sake, this mouth of clay
These mortal bones against my body set,
For all the puny fever and frail sweat
Of human love,—renounce for these, I say,
The Singing Mountain's memory, and betray
The silent lyre that hangs upon me yet?
Ah, but indeed, some day shall you awake,
Rather, from dreams of me, that at your side
So many nights, a lover and a bride,
But stern in my soul's chastity, have lain,
To walk the world forever for my sake,
And in each chamber find me gone again!",Sonnet
51,Edna St. Vincent Millay,"As to some lovely temple, tenantless
Long since, that once was sweet with shivering brass,
Knowing well its altars ruined and the grass
Grown up between the stones, yet from excess
Of grief hard driven, or great loneliness,
The worshiper returns, and those who pass
Marvel him crying on a name that was,—
So is it now with me in my distress.
Your body was a temple to Delight;
Cold are its ashes whence the breath is fled,
Yet here one time your spirit was wont to move;
Here might I hope to find you day or night,
And here I come to look for you, my love,
Even now, foolishly, knowing you are dead.",Sonnet
56,Edwin Arlington Robinson,"I

Just as I wonder at the twofold screen 
Of twisted innocence that you would plait 
For eyes that uncourageously await 
The coming of a kingdom that has been, 
So do I wonder what God’s love can mean
To you that all so strangely estimate 
The purpose and the consequent estate 
Of one short shuddering step to the Unseen. 

No, I have not your backward faith to shrink 
Lone-faring from the doorway of God’s home
To find Him in the names of buried men; 
Nor your ingenious recreance to think 
We cherish, in the life that is to come, 
The scattered features of dead friends again. 


IL

Never until our souls are strong enough
To plunge into the crater of the Scheme— 
Triumphant in the flash there to redeem 
Love’s handsel and forevermore to slough, 
Like cerements at a played-out masque, the rough 
And reptile skins of us whereon we set 
The stigma of scared years—are we to get 
Where atoms and the ages are one stuff. 

Nor ever shall we know the cursed waste 
Of life in the beneficence divine 
Of starlight and of sunlight and soul-shine
That we have squandered in sin’s frail distress, 
Till we have drunk, and trembled at the taste, 
The mead of Thought’s prophetic endlessness.",Sonnet
57,George William Lewis Marshal ..,"THY verse is like a cool and shady well   
 Lying a-dream within some moss-walled close   
 Far from the common way, where violets doze   
In green-deep grass beside the sweet hare-bell.   
 
And each wayfarer as he stoopeth there           
 Doth spy a face that is most like his own,   
 So weary and—ah me!—so woe-begone   
That almost he forgetteth his deep care.   
 
There is a royal restraint in thy sad rhyme,   
 Dis-calmèd calm, and passion passionless,           
 And mellowed is all taint of bitterness   
Into the harmony of that still time   
 
When leaves are yellowing in the sallow sun   
 And evening’s bloom is flush across the sky,   
When haggard summer tottereth in his run           
 And gracious moist-eyed autumn draweth nigh.   
 
O king! majestical in thy decline   
As in thy Spring,—might such an end be mine!",Sonnet
58,Dante Gabriel Rossetti,"I

I sat with Love upon a woodside well,
Leaning across the water, I and he;
Nor ever did he speak nor looked at me,
But touched his lute wherein was audible
The certain secret thing he had to tell:
Only our mirrored eyes met silently
In the low wave; and that sound came to be
The passionate voice I knew; and my tears fell.
And at their fall, his eyes beneath grew hers;
And with his foot and with his wing-feathers
He swept the spring that watered my heart's drouth.
Then the dark ripples spread to waving hair,
And as I stooped, her own lips rising there
Bubbled with brimming kisses at my mouth.


II

And now Love sang: but his was such a song,
So meshed with half-remembrance hard to free,
As souls disused in death's sterility
May sing when the new birthday tarries long.
And I was made aware of a dumb throng
That stood aloof, one form by every tree,
All mournful forms, for each was I or she,
The shades of those our days that had no tongue.
They looked on us, and knew us and were known;
While fast together, alive from the abyss,
Clung the soul-wrung implacable close kiss;
And pity of self through all made broken moan
Which said “For once, for once, for once alone!”
And still Love sang, and what he sang was this:—


III

“O Ye, all ye that walk in Willowwood,
That walk with hollow faces burning white;
What fathom-depth of soul-struck widowhood,
What long, what longer hours, one lifelong night,
Ere ye again, who so in vain have wooed
Your last hope lost, who so in vain invite
Your lips to that their unforgotten food,
Ere ye, ere ye again shall see the light!
Alas! the bitter banks in Willowwood,
With tear-spurge wan, with blood-wort burning red:
Alas! if ever such a pillow could
Steep deep the soul in sleep till she were dead,—
Better all life forget her than this thing,
That Willowwood should hold her wandering!”

IV

So sang he: and as meeting rose and rose
Together cling through the wind's wellaway
Nor change at once, yet near the end of day
The leaves drop loosened where the heart-stain glows,—
So when the song died did the kiss unclose;
And her face fell back drowned, and was as grey
As its grey eyes; and if it ever may
Meet mine again I know not if Love knows.
Only I know that I leaned low and drank
A long draught from the water where she sank,
Her breath and all her tears and all her soul:
And as I leaned, I know I felt Love's face
Pressed on my neck with moan of pity and grace,
Till both our heads were in his aureole.",Sonnet
61,Dante Gabriel Rossetti,"I. ST. LUKE THE PAINTER

Give honour unto Luke Evangelist;
For he it was (the aged legends say)
Who first taught Art to fold her hands and pray.
Scarcely at once she dared to rend the mist
Of devious symbols: but soon having wist
How sky-breadth and field-silence and this day
Are symbols also in some deeper way,
She looked through these to God and was God's priest.
And if, past noon, her toil began to irk,
And she sought talismans, and turned in vain
To soulless self-reflections of man's skill,—
Yet now, in this the twilight, she might still
Kneel in the latter grass to pray again,
Ere the night cometh and she may not work.


II. NOT AS THESE

'I am not as these are,” the poet saith
In youth's pride, and the painter, among men
At bay, where never pencil comes nor pen,
And shut about with his own frozen breath.
To others for whom only rhyme wins faith
As poets,—only paint as painters,—then
He turns in the cold silence; and again
Shrinking, “I am not as these are,” he saith.
And say that this is so, what follows it?
For were thine eyes set backwards in thine head,
Such words were well; but they see on, and far.
Unto the lights of the great Past, new-lit
Fair for the Future's track, look thou instead,—
Say thou instead, “I am not as these are.”


III. THE HUSBANDMEN

Though God, as one that is an householder,
Called these to labour in His vineyard first,
Before the husk of darkness was well burst
Bidding them grope their way out and bestir,
(Who, questioned of their wages, answered, “Sir,
Unto each man a penny:”) though the worst
Burthen of heat was theirs and the dry thirst:
Though God has since found none such as these were
To do their work like them:—Because of this
Stand not ye idle in the market-place.
Which of ye knoweth he is not that last
Who may be first by faith and will?—yea, his
The hand which after the appointed days
And hours shall give a Future to their Past?",Sonnet
64,Michael Drayton,"Into these Loves who but for Passion looks, 
At this first sight here let him lay them by 
And seek elsewhere, in turning other books, 
Which better may his labor satisfy. 
No far-fetch'd sigh shall ever wound my breast, 
Love from mine eye a tear shall never wring, 
Nor in Ah me's my whining sonnets drest; 
A libertine, fantasticly I sing. 
My verse is the true image of my mind, 
Ever in motion, still desiring change, 
And as thus to variety inclin'd, 
So in all humours sportively I range. 
My Muse is rightly of the English strain, 
That cannot long one fashion entertain.",Sonnet
69,Dante Gabriel Rossetti,"I
Beholding youth and hope in mockery caught
From life; and mocking pulses that remain
When the soul's death of bodily death is fain;
Honour unknown, and honour known unsought;
And penury's sedulous self-torturing thought
On gold, whose master therewith buys his bane;
And longed-for woman longing all in vain
For lonely man with love's desire distraught;
And wealth, and strength, and power, and pleasantness,
Given unto bodies of whose souls men say,
None poor and weak, slavish and foul, as they:—
Beholding these things, I behold no less
The blushing morn and blushing eve confess
The shame that loads the intolerable day.

II
As some true chief of men, bowed down with stress
Of life's disastrous eld, on blossoming youth
May gaze, and murmur with self-pity and ruth,—
“Might I thy fruitless treasure but possess,
Such blessing of mine all coming years should bless;”—
Then sends one sigh forth to the unknown goal,
And bitterly feels breathe against his soul
The hour swift-winged of nearer nothingness:—
Even so the World's grey Soul to the green World
Perchance one hour must cry: “Woe's me, for whom
Inveteracy of ill portends the doom,—
Whose heart's old fire in shadow of shame is furl'd:
While thou even as of yore art journeying,
All soulless now, yet merry with the Spring!”",Sonnet
70,Dante Gabriel Rossetti,"I. HERSELF

To be a sweetness more desired than Spring;
A bodily beauty more acceptable
Than the wild rose-tree's arch that crowns the fell;
To be an essence more environing
Than wine's drained juice; a music ravishing
More than the passionate pulse of Philomel;—
To be all this 'neath one soft bosom's swell
That is the flower of life:—how strange a thing!
How strange a thing to be what Man can know
But as a sacred secret! Heaven's own screen
Hides her soul's purest depth and loveliest glow;
Closely withheld, as all things most unseen,—
The wave-bowered pearl,—the heart-shaped seal of green
That flecks the snowdrop underneath the snow.


II. HER LOVE

She loves him; for her infinite soul is Love,
And he her lodestar. Passion in her is
A glass facing his fire, where the bright bliss
Is mirrored, and the heat returned. Yet move
That glass, a stranger's amorous flame to prove,
And it shall turn, by instant contraries,
Ice to the moon; while her pure fire to his
For whom it burns, clings close i' the heart's alcove.
Lo! they are one. With wifely breast to breast
And circling arms, she welcomes all command
Of love,—her soul to answering ardours fann'd:
Yet as morn springs or twilight sinks to rest,
Ah! who shall say she deems not loveliest
The hour of sisterly sweet hand-in-hand?

III. HER HEAVEN

If to grow old in Heaven is to grow young,
(As the Seer saw and said,) then blest were he
With youth for evermore, whose heaven should be
True Woman, she whom these weak notes have sung.
Here and hereafter,—choir-strains of her tongue,—
Sky-spaces of her eyes,—sweet signs that flee
About her soul's immediate sanctuary,—
Were Paradise all uttermost worlds among.
The sunrise blooms and withers on the hill
Like any hillflower; and the noblest troth
Dies here to dust. Yet shall Heaven's promise clothe
Even yet those lovers who have cherished still
This test for love:—in every kiss sealed fast
To feel the first kiss and forebode the last.",Sonnet
